Brand Name,Generic Name,Manufactor Name,Total Spending 2016,Total Units 2016,Total Spending 2017,Total Units 2017,Total Spending 2018,Total Units 2018,Total Spending 2019,Total Units 2019,Total Spending 2020,Total Units 2020
Thalomid,Thalidomide,Celgene/BMS,58574565.69,252798,49979689.68,212492,41483834.14,178971,35068384.65,149324,33138478.09,139020
Theo-24,Theophylline Anhydrous,Auxilium/Endo P,6824631.62,2678352,7653983.03,2800776,8023218.59,2534519,7641499.94,2206974,7642695.78,2004643
Theophylline,Theophylline Anhydrous,Silarx/Lannett,187402.71,1085641,159043.82,1043679.8,138472.16,934239.8,131690.58,941337.8,118167.95,828731
Theophylline,Theophylline Anhydrous,Glenmark Pharma,589530.32,685829.5,569475.68,538476,22462.65,19119,28379.49,27512,2071641.4,2189152
Theophylline,Theophylline Anhydrous,Marlex Pharm.,,,3533.63,15653,8665.65,34448,3595.03,23515,3066.52,20340
Theophylline,Theophylline Anhydrous,Nostrum Laborat,2236152.94,2192932.53,1155741.29,1016099,73033.84,68275,8337.59,8912,836266.28,929312.5
Theophylline,Theophylline Anhydrous,Tris Pharma Inc,454291.48,2611691,505336.94,3042796.625,423424.44,2713037,327369.88,2226950.25,293153.86,1996175.5
Theophylline,Theophylline Anhydrous,Mylan,,,389739.57,301951,935423.78,754474.5,760272.6,708427.5,333226.55,321836
Theophylline,Theophylline Anhydrous,Rhodes Pharmace,3630434.24,3848819.1,5949341.24,5742883.11,6331034.21,6458162.18,5656168.77,5930984,2636050.21,2829938.5
Theophylline,Theophylline Anhydrous,Pharmaceutical,50978.65,74514,22323.52,53121,25546.76,119405.6,73975.61,450792,78258.33,499841.5
Theophylline Anhydrous,Theophylline Anhydrous,Alembic Pharmac,10402078.23,7829611.25,30800444.5,15968597.61,33654265.79,14028270.5,32234352.17,12533045,33253674.28,11458513.43
Thiola,Tiopronin,"Retrophin, Inc.",12946873.47,443516,16856783.01,577945,20226386.05,698818,16565802.82,570905,5902002.93,201810
Thiola EC,Tiopronin,"Retrophin, Inc.",,,,,,,5020380.41,68730,18792840.37,253830
Thioridazine HCl,Thioridazine HCl,Mutual Pharm Co,150016.93,255284,98585.33,159095,65741.48,109614,39276.88,69835,29857.1,47788
Thioridazine HCl,Thioridazine HCl,Mylan,4862212.02,8348719.5,4854804.59,7571305.25,4097713.79,6531702.87,2670859.14,4394601.39,2167161.82,3299009.17
Thioridazine HCl,Thioridazine HCl,Mylan Instituti,147442.86,232076.5,198134.28,307559,307779.23,462840,257448.73,455954.5,111020.77,174555.5
Thiothixene,Thiothixene,Novitium Pharma,,,,,,,1266474.09,831256,1954720.31,1260164
Thiothixene,Thiothixene,Mylan Instituti,197564.12,103323,184582.6,79626,226674.38,90993,25766.03,10684,31437.74,10328
Thiothixene,Thiothixene,Mylan,9658869.24,7427224.085,10449897.37,6900931,8294476.27,5525708,1078935.93,791297,1186713.43,673949
Thrivite Rx,"Prenatal Vit,Calc76/Iron/Folic",Method Pharmace,,,,,1099.28,1860,3956.8,6801,12231.2,21074
Thyrogen,Thyrotropin Alfa,Genzyme,,,385002.37,243,323192.01,199,299956.01,175,205598.44,118
Thyroid,"Thyroid,Pork",Westminster Pha,,,3870.7,7038,79354.08,135257,9045.25,14929,704.89,1185
Tiadylt ER,Diltiazem HCl,Zydus Pharmaceu,,,,,,,,,4096266.69,5081453
Tiagabine HCl,Tiagabine HCl,Amneal Pharmace,,,,,2074953.53,366559.5,5378491.92,943633.5,4396010.07,817896
Tiagabine HCl,Tiagabine HCl,Teva USA,2704810.12,559530.875,10366176.05,1946653,9621331.55,1740994,5922753.17,1026039,5171630.26,835655.5
Tiagabine HCl,Tiagabine HCl,Sun Pharmaceuti,1802464.64,366141.5,395207.9,78831.5,224701.63,45181,1250453.52,249527.5,2470517.45,504648
Tiazac,Diltiazem HCl,Valeant/Bausch,403834.52,144236,317107.82,113725,295655.57,103676,246486.78,85759,198984.58,66818
Tibsovo,IVosidenib,Agios Pharmaceu,,,,,6673700.96,15039,29663423.97,64761,58650993.03,125560
Tigan*,Trimethobenzamide HCl,Par Pharmaceuti,306864.98,19896,258221.22,15576,199376.98,10884,213915.18,10761,193861.14,9332
Tigan*,Trimethobenzamide HCl,Monarch Phrm,27622.31,8271,32195.56,8252,33331.4,7220,31044.39,6966,77315.42,18733
Tigecycline,Tigecycline,Sandoz,,,,,736970.48,51826,895792.27,69738,708130.76,73045
Tigecycline,Tigecycline,Auromedics Phar,,,,,,,26099.14,6568,167384.01,38599
Tigecycline,Tigecycline,Apotex Corp,,,,,,,56316.4,994,152389.9,21102.8
Tigecycline,Tigecycline,Fresenius Kabi,9842.64,2920,2420962.44,427577.5,3137073.8,358512.7,2492618.52,251662,2374372.7,181840
Tiglutik,Riluzole,"Itf Pharma, Inc",,,,,,,721850.96,133200,2262328.94,399600
Tikosyn,Dofetilide,Pfizer US Pharm,107017170.2,13611994,18485852.37,2075719,9676670.91,938101,6815798.52,666310,2403026.6,236268
Tilia Fe,Norethindrone-E.Estradiol-Iron,Mayne Pharma In,1091.16,868,22070.69,18818,38397.99,23576,64346.96,17584,59969,15828
Timolol Maleate,Timolol Maleate/PF,Akorn Inc.,,,,,,,,,171391.64,27210
Timolol Maleate*,Timolol Maleate,Valeant/Bausch,29133090.19,1694077,11480986.24,600598.5,10764492.55,395722.5,15214054.99,538065.5,3526245.3,121373
Timolol Maleate*,Timolol Maleate,Alembic Pharmac,,,,,,,,,135887.05,3890
Timolol Maleate*,Timolol Maleate,Sandoz,25064119.51,10421066.25,48125568.09,11778157.4,58198144.52,14362209.22,47868676.75,12678747.33,35419948.01,5065352.396
Timolol Maleate*,Timolol Maleate,Rising Pharm,4128021.54,3162005.6,7323275.52,6054039.513,9345548.74,7969609.3,12532823.83,10188881.93,19890540.35,13491051.5
Timolol Maleate*,Timolol Maleate,Trigen Laborato,,,,,,,5120,4139,5665.95,4356
Timolol Maleate*,Timolol Maleate,Pacific/Greenst,599100.21,616109.614,502733.2,561215.514,845578.42,932663.6,1302977.5,1537965.1,3475508.41,3808938.85
Timolol Maleate*,Timolol Maleate,Oceanside Pharm,,,,,168208.64,3662.5,1251189.46,32795,3713170.28,391979.5
Timolol Maleate*,Timolol Maleate,Mylan,1663118.01,1393926.5,1553517.12,1203202,1147234.78,880724.5,186748.54,133686,243951.92,188480
Timolol Maleate*,Timolol Maleate,Apotex Corp,95837.21,72875.428,133336.47,21685,3992287.12,99448.5,3736949.35,98565,4793637.45,118749.5
Timolol Maleate*,Timolol Maleate,Akorn Inc.,3340806.86,4183245.366,2024747.26,2707336,1558067.8,2030916,705526.45,907606.5,2680367.36,2048795.2
Timoptic,Timolol Maleate,Valeant/Bausch,135452.56,5898,,,44338.34,1805,40465.54,1370,3521.71,136
Timoptic Ocudose,Timolol Maleate/PF,Valeant/Bausch,8438949.53,1343884,9927357.66,1470265,11154228.1,1512943,12819185.3,1632008,14183026.54,1693654
Timoptic-Xe,Timolol Maleate,Valeant/Bausch,637732.7,18710,278350.48,7460,35977.14,935,155039.33,3846,86687.12,2025
Tinidazole,Tinidazole,Rising Pharm,42678.49,12179,12546.62,3023,3958.1,1554,13731.89,4885,54490.95,16711
Tinidazole,Tinidazole,Gavis/Lupin,90553.43,20620,70055.95,18096,96982.87,25849,162153.05,46248,168538.38,39766
Tinidazole,Tinidazole,Edenbridge Phar,101416.67,22124,102165.5,28937,51525.36,14328,10343.94,3671,11151.89,3376
Tinidazole,Tinidazole,"Biocomp Pharma,",56858.45,16190,40082.33,11710,37010.71,10265,16169.34,4999,791.22,178
Tinidazole,Tinidazole,Roxane/West-War,54981.1,22595,32698.33,16226,20621.22,10532,19514.84,8743,13571.6,5636
Tinidazole,Tinidazole,West-Ward/Hikma,187625.9,43791,209468.22,54162,204979.95,57902,185116.79,57617,108869.94,27120
Tirosint,Levothyroxine Sodium,Ibsa Pharma Inc,,,,,,,12658062.09,2984156.571,15529041.11,3524051
Tirosint,Levothyroxine Sodium,Akrimax/Mist Ph,8510512.88,2271670,10165140.39,2531499,12837625.81,3026731,924061.24,213742,12880.08,2878
Tirosint-Sol,Levothyroxine Sodium,Ibsa Pharma Inc,,,,,,,278584.47,64510,974450,215673
Tivicay,Dolutegravir Sodium,Viiv Healthcare,340547032.1,7193828,518264288.8,9992232.142,641973853.5,11458326,644161666,10886959,656037861.5,10560745
Tivorbex,"Indomethacin, Submicronized",Iroko Ph/Egalet,153508.66,40293,179897.07,42756,132709.55,28126,115668.99,16439,23524.52,3225
Tizanidine HCl,Tizanidine HCl,Unichem Pharmac,12277747.59,50309211.28,15434241.28,70416555.33,16753374.26,81691459.15,17479757.36,86093691.5,14815236.65,79910328.2
Tizanidine HCl,Tizanidine HCl,Sandoz,1308310.07,5393274,4166186.95,21038118.5,1461182.53,7460981.5,297070.44,1489682.5,170779.37,882834
Tizanidine HCl,Tizanidine HCl,"SA3, LLC",,,,,,,,,1198.72,930
Tizanidine HCl,Tizanidine HCl,Par Pharm.,,,1924.76,5896,4118706.44,2453073,5011277.25,3446333,1463603.13,1095055
Tizanidine HCl,Tizanidine HCl,Nivagen Pharmac,,,,,,,2593.69,1876,2555231.48,2284881
Tizanidine HCl,Tizanidine HCl,Mylan,7674096.33,30594103.58,7096771.64,33503201.33,5220389.12,28886072,85991.76,396310.5,47044.71,223258
Tizanidine HCl,Tizanidine HCl,Major Pharmaceu,13295.68,42233,13466.9,40847,20169.16,67986,25293.64,85957.45,23183.9,97493
Tizanidine HCl,Tizanidine HCl,Jubilant Cadist,,,,,934276.08,629400,1662108.04,1334491,1690446.37,1629486
Tizanidine HCl,Tizanidine HCl,Ingenus Pharmac,,,,,,,142135.67,116405,2343860.2,2244057
Tizanidine HCl,Tizanidine HCl,Zydus Pharmaceu,,,1220804.94,682950,5684400.66,3430849,4434043.89,3337352,3163862.84,2895382.25
Tizanidine HCl,Tizanidine HCl,Pd-Rx Pharm,,,,,,,,,236.27,990
Tizanidine HCl,Tizanidine HCl,Caraco/Sun Phar,6680234.39,27790968.28,5820090.64,26339011.25,6117427.28,29493164.5,12127823.81,56393106.75,14009356.07,64660643.34
Tizanidine HCl,Tizanidine HCl,Avkare,71924.92,276252,80764,355023.5,86529.77,365385.97,42019.29,133049.5,6405.64,25910
Tizanidine HCl,Tizanidine HCl,Dr.Reddy'S Lab,43740734.65,186344874.4,31754097.1,168185948.7,32209288.5,171572778.3,37434781.48,193506417.3,42729209.66,242060568.1
Tizanidine HCl,Tizanidine HCl,Alembic Pharmac,,,,,,,,,35959.79,41272
Tizanidine HCl,Tizanidine HCl,Apotex Corp,26415983.88,59183929,25381724.18,70422345.02,25810768.83,103472134,27002557.59,114788495.3,22164077.54,93799697.6
Tizanidine HCl,Tizanidine HCl,Aurobindo Pharm,,,,,,,,,276744.44,230965
Tizanidine HCl,Tizanidine HCl,AHP,12488.55,30307,8256.24,23096,3760.33,14502,3395.55,10966,1734.56,6669
Tizanidine HCl,Tizanidine HCl,Actavis/Teva,6238349.8,2944559,6996740.44,3413415,2982123.45,1637077,1039569.68,652212,432269.23,321604
Tizanidine HCl,Tizanidine HCl,Ascend Laborato,,,,,,,5953.39,39144,386755.38,829113
Tobi,Tobramycin In 0.225% Sod Chlor,Novartis/Mylan,346123.05,14670,183906.55,7510,117135.27,5090,,,52896.63,2780
Tobi Podhaler,Tobramycin,Novartis/Mylan,11471839.09,288696,11462586.04,263760,12004253.82,258624,11725087.54,252064,9496950.05,205856
Tobi Podhaler,Tobramycin,Mylan Specialty,,,,,,,,,1258660.64,26992
Tobradex,Tobramycin/Dexamethasone,Alcon/Novartis,20455897.44,361659.001,18790479.39,312363.167,19525934.5,309496,22663904.43,339942.5,20140007.42,301591
Tobradex St,Tobramycin/Dexamethasone,Alcon/Eyevance,992643.85,27896.5,1160615.56,29225,1220298.13,28651,1241343.61,29145,1944880.2,43835
Tobramycin,Tobramycin In 0.225% Sod Chlor,Sun Pharma Glob,,,,,,,,,34029.92,2980
Tobramycin,Tobramycin In 0.225% Sod Chlor,Teva USA,1115532.62,65957,477721.69,28865,541477.83,42641,1050007.05,77135,690185.11,52622
Tobramycin,Tobramycin In 0.225% Sod Chlor,Lupin Pharmaceu,,,,,262347.76,16640,849659.28,58021,655730.32,45486
Tobramycin,Tobramycin In 0.225% Sod Chlor,Sandoz,1851348.61,114061,1588147.76,91780,1389570.24,86105,693495.5,46725,282160.98,19270
Tobramycin,Tobramycin In 0.225% Sod Chlor,Amneal Pharmace,1510301.55,97508,2446249.88,163690,1864563.62,128763,1110399.46,76146,1054489.23,69823
Tobramycin,Tobramycin In 0.225% Sod Chlor,Dr.Reddy'S Lab,,,,,,,37209.49,3400,221897.8,15700
Tobramycin,Tobramycin In 0.225% Sod Chlor,Akorn Inc.,1676448.53,107842,686636.43,45011,475635.88,34890,421431.42,32380,269187.51,19886
Tobramycin Sulfate,Tobramycin Sulfate,X-Gen Pharmaceu,5157385.9,1061548.481,10862183.24,2408558.64,17932361.64,3034818.565,24528548.89,945383.584,16892268.74,508631.397
Tobramycin Sulfate,Tobramycin Sulfate,Hospira/Pfizer,77763.22,95101.75,59370.95,83033.3,94945.34,136412.7,131599.86,166225.725,108757.88,146185.58
Tobramycin Sulfate,Tobramycin Sulfate,Mylan Instituti,105172.7,227111.08,149585.66,298352.554,178969.83,276475.736,87612.68,136819.596,106923.92,211194.788
Tobramycin Sulfate,Tobramycin Sulfate,Claris/Baxter,1413.62,2356,32473.8,55882.833,8102.52,11464.491,98933.91,147394.826,90815.74,143390.107
Tobramycin Sulfate,Tobramycin Sulfate,App/Premierpro,,,,,,,1844.39,9240.5,4469.16,11851.75
Tobramycin Sulfate,Tobramycin Sulfate,Akorn Inc.,71875.34,99792.201,28840.71,76792.535,33703.71,67095.85,2382.52,18944,861.52,14987
Tobramycin Sulfate,Tobramycin Sulfate,App/Fresenius K,601622.41,1240661.758,498802.31,1272799.186,371466.08,736803.64,428021.79,639126.874,342804.27,454216.241
Tobramycin*,Tobramycin,Alembic Pharmac,,,,,,,48400.33,18766.04,154610.45,62357.7
Tobramycin*,Tobramycin,Valeant/Bausch,1750839.99,988427.447,1175177.88,708050,322913.93,192842.322,178481.73,102312.8,35829.96,19951.06
Tobramycin*,Tobramycin,Sandoz,767885.34,482613.784,931432.9,667640.4,1276880.67,773760.31,1408145.23,661747.005,891753.69,429585.922
Tobramycin*,Tobramycin,Somerset Therap,,,142933.22,98126,504758.85,292489.27,868145.98,478027.483,963631.11,592623.65
Tobramycin*,Tobramycin,Akorn Inc.,193927.72,111166.14,380687.88,216209.07,638177.55,332958.56,218850.64,108994.04,109107.71,57945.869
Tobramycin-Dexamethasone,Tobramycin/Dexamethasone,Valeant/Bausch,25592858.91,1521841.17,23206657.58,1408593.212,22917823.78,1428522.633,24192350.75,1434292.47,23878066.22,1457903.466
Tobramycin-Dexamethasone,Tobramycin/Dexamethasone,Sandoz,16199146.21,1030103.834,17187810.97,1082007.77,16656073.83,1022976.38,18740833.37,1081753.833,16031645.34,893083.501
Tobrex,Tobramycin,Alcon/Novartis,2550804.82,46506,2605656.09,44050.5,2391082.16,38050.5,2042956.58,32141,1366169.2,21526
Tofranil,Imipramine HCl,Mallinckrodt Ph,649383.92,51432,886568.48,49659,735871.4,39256,598421.21,32422,103681.18,5568
Tolak,Fluorouracil,Pierre Fabre Ph,,,20082.1,3200,656914.72,99207,722569.14,107030,51129.14,7535
Tolbutamide,Tolbutamide,Mylan,92933.07,107441,76520.12,84540,54958.82,62780,45236.8,49521,12978.49,14759
Tolcapone,Tolcapone,Par Pharm.,3261593.82,38296,2527803.99,30807,1562722,21260,545486.51,8334,94574.38,1530
Tolcapone,Tolcapone,Ingenus Pharmac,,,,,,,623170.61,15809,883625.44,24900
Tolcapone,Tolcapone,Oceanside Pharm,3071709.77,37403.5,3336665.92,41534,2403688.42,32328,1613140.06,23832,888022.2,18345
Tolmetin Sodium,Tolmetin Sodium,Mylan,173540.12,64765,277328.3,105086,266224.14,102879,235290.26,87061,72807.58,26379
Tolsura,Itraconazole,Mayne Pharma In,,,,,,,201360.42,5762,502137.06,13744
Tolterodine Tartrate,Tolterodine Tartrate,Greenstone LLC.,17187016.84,9216446.357,16742657.95,8827704,11668355.86,6697745,8988136.68,5852316,10700176.23,7592904.5
Tolterodine Tartrate,Tolterodine Tartrate,Unichem Pharmac,,,,,,,,,563284.17,382474
Tolterodine Tartrate,Tolterodine Tartrate,Teva USA,18512395.05,10678957.5,15720495.01,8659301,9585271.9,5616091.5,8093462.7,5332750,3205612.94,2156691.5
Tolterodine Tartrate,Tolterodine Tartrate,Rising Pharm,,,,,,,,,162361.67,109853
Tolterodine Tartrate,Tolterodine Tartrate,Macleods Pharma,218074.15,110541,3519657.28,1815082.367,8737110,5202391.5,6627216.8,4226334,5826262.31,3958485.5
Tolterodine Tartrate ER,Tolterodine Tartrate,Torrent Pharmac,42787675.99,8562029,58387442.12,13297089,69766633.94,18004899,58875802.16,17787219,43030254.52,13544373
Tolterodine Tartrate ER,Tolterodine Tartrate,Mylan Instituti,424153.97,74691,283798.27,52979,123973.43,26300,58721.96,16777,58429,19387
Tolterodine Tartrate ER,Tolterodine Tartrate,Teva USA,87743991.39,17432584,62373033.96,13709382.7,55829643.67,13861715.5,46585238.57,13454763,38996041.82,11567862.2
Tolterodine Tartrate ER,Tolterodine Tartrate,Major Pharmaceu,,,45623.57,8544,59173.7,10046,44930.83,8808,64583.36,16211
Tolterodine Tartrate ER,Tolterodine Tartrate,Greenstone LLC.,3112896.64,596389,7943885.01,1678702.5,12752125.53,3255631.499,10743113.66,3252488,19084087.11,6002612
Tolterodine Tartrate ER,Tolterodine Tartrate,Camber Pharmace,,,,,,,5989104.3,1805136,5196733.7,1592717
Tolterodine Tartrate ER,Tolterodine Tartrate,Amerigen Pharma,,,,,,,,,9477584.55,3072398
Tolterodine Tartrate ER,Tolterodine Tartrate,Mylan,76769156.29,15017961,55559205.21,12356386,14739920.2,4015018,660279.87,197094,481605.67,152703
Tolvaptan,Tolvaptan,Apotex Corp,,,,,,,,,4628143.47,10591
Tolvaptan,Tolvaptan,Ascend Laborato,,,,,,,,,670925.91,1574
Topamax,Topiramate,Janssen Pharm.,55582496.44,4910046.5,56588621.59,4582844.5,54661537.68,4103106.5,54196437.14,3796833.5,53016266.71,3600763.5
Topcare Clickfine,"Pen Needle, Diabetic",Perrigo Diabete,8580.91,43850,8883.53,45650,9455.85,47830,3709.87,18670,1595.14,7880
Topicort,Desoximetasone,Taro Pharm USA,1360565.2,248980,1029806.9,188395,713353.36,129660,77592.56,14700,25378.08,4840
Topiramate,Topiramate,Unichem Pharmac,367891.45,2484114,462666.07,3393391.5,456572.4,4376125.5,2349933.75,19055818.4,3071325.41,24699030.4
Topiramate,Topiramate,Sun Pharmaceuti,561432.34,3419798.528,259661.63,1567769,156520.55,1012611,153085.53,864604.5,135484.27,770710
Topiramate,Topiramate,Sun Pharma Glob,3423153.59,20612100,2901923.74,18867878.4,4423250.04,27539449,3677876.74,22555855.83,3723307.77,23934126.5
Topiramate,Topiramate,Zydus Pharmaceu,16354955.77,100634559.8,15332024.58,101158484.2,15625449.51,90437408.86,25596609.51,131171194.6,29240171.6,139887700.9
Topiramate,Topiramate,H.J. Harkins/Ph,,,,,569.74,1380,334.85,1320,201.57,1320
Topiramate,Topiramate,"Gsms, Inc.",2969.8,22046,3390.08,28789,4198.75,31901,3722.38,29348,1448.19,12657
Topiramate,Topiramate,Exelan Pharmace,,,,,,,,,797.55,7784
Topiramate,Topiramate,Glenmark Pharma,6578069.64,38204889.89,7279302.7,41236581.02,6429864.57,38365389.36,4971246.72,29923020.7,5168858.98,29062333
Topiramate,Topiramate,Camber Pharmace,5769114.92,34096930.87,482441.31,2831507.632,22491.96,144765,9791.26,49347,2267.15,16098
Topiramate,Topiramate,Aurobindo Pharm,1230.07,9092,2054.99,12808,1749.36,9458,1209.8,7792,1011.4,4959
Topiramate,Topiramate,AHP,70642.61,263238,46039.12,181235,14869.99,59336,23681.07,108372,6883.13,27645
Topiramate,Topiramate,"Cipla USA, Inc.",6638973.64,46475576.73,13954881.88,92581814.5,16218169.2,116183231,13407584.49,88083420.61,14437192.46,90137803.88
Topiramate,Topiramate,Teva USA,817196.94,1845640,895774.75,1526836,712274.56,1240449,520119.4,810384,53366.67,68400
Topiramate ER,Topiramate,Upsher Smith La,2590908.25,275042,3908168.02,337734,6646611.33,490318,9090936.07,580463,10909963.17,654241
Toposar,Etoposide,Teva Parenteral,2425.78,1625,1157.54,705.2,751.3,480,1088.65,710,1254.69,740
Topotecan HCl,Topotecan HCl,Hospira/Pfizer,13459.33,242,,,,,5651.77,185,9079.87,280
Topotecan HCl,Topotecan HCl,Accord Healthca,38627.75,149,39413.56,205,36540.13,186,35843.49,160,18752.62,144
Toprol XL,Metoprolol Succinate,Astrazeneca,45772207.55,74306474.5,42029829.25,72997475,2474978.43,2288669,181055.62,127249.5,17273.57,12274
Toprol XL,Metoprolol Succinate,Aralez/New Amer,,,,,36178085.08,65317291,37442464.49,68200076.5,10797699.39,11511609
Toremifene Citrate,Toremifene Citrate,Rising Pharm,,,,,,,655955.23,19752,1372113.68,43195
Toremifene Citrate,Toremifene Citrate,Novadoz Pharmac,,,,,,,,,25848.2,780
Torsemide,Torsemide,Teva USA,11001463.62,45591724.97,12057007.7,54071249,15215691.71,64803391.03,18334539.46,78573519.79,25266463.75,102861570.7
Torsemide,Torsemide,Roxane/West-War,854734.85,3905939.79,299567.22,1298997.85,800407.84,3572783.5,1350094.27,5934689.75,837903.74,3447385.5
Torsemide,Torsemide,Rising Pharm,14067.32,64157,1508114.18,6439953.016,2748686.66,12065150.9,2439418.82,9991341.809,332777.7,1094185.5
Torsemide,Torsemide,Camber Pharmace,13896787.11,57508757.03,13968210.14,59374860.34,13598182.6,60396889.12,15869843.63,70942316.06,18034232.09,76462884.21
Torsemide,Torsemide,Avpak,524.4,1607,1224.56,3014,5168.29,13571,28974.94,110614,9145.26,20928
Torsemide,Torsemide,Avkare,,,1409.07,2246,4167.14,11172,11626.04,52516,5973.71,15609
Torsemide,Torsemide,AHP,24644.79,74009,19364.13,60065,8598.09,27490,40905.44,177037.5,9854.39,36676
Torsemide,Torsemide,Aurobindo Pharm,13169.87,50595,7704.83,33029,6069.48,24494,6975.07,28362,1104701.63,4532815.019
Tosymra,Sumatriptan,Promius/Upsher-,,,,,,,11122.95,109,204396.71,2051
Toujeo Max Solostar,"Insulin Glargine,Hum.Rec.Anlog",Sanofi-Aventis,,,,,18059363.24,218858,121937399.7,1419786,205860574.9,2390430.5
Toujeo Solostar,"Insulin Glargine,Hum.Rec.Anlog",Sanofi-Aventis,345296632.1,4670059.564,541561800.9,7204685.03,595945578.9,7251603.25,600891194,6920010.95,569974166.2,6557224.548
Tovet Emollient,Clobetasol Propionate/Emoll,Medimetriks Pha,,,,,,,,,9668.67,2400
Toviaz,Fesoterodine Fumarate,Pfizer US Pharm,123813653.4,14481488.5,125673923.1,13027658,145365522.2,13859416.5,168466948.1,15187698.5,180987271.4,15393462
Tracleer,Bosentan,Actelion Pharma,304753151.9,1919437,249722548,1437213,207168153.7,1106246,105055400.3,529083.957,33833037.57,171993
Tradjenta,Linagliptin,Boehringer Ing.,708024118.3,60065766.5,875699658.2,69363317.22,1043134629,76097137.87,1187508658,81639597.42,1288663293,83462397.81
Tramadol HCl,Tramadol HCl,Zydus Pharmaceu,22434698.02,204685095.5,17078195.61,214957343,23014683.28,220490423,16591836.51,152399793.1,1485459.9,16727583.57
Tramadol HCl,Tramadol HCl,Virtus Pharmace,5890256.62,64971581.6,7420118.64,85137282.02,7950728.41,89044481.06,5255962.08,47223069.95,9415127.21,93254354.1
Tramadol HCl,Tramadol HCl,Unichem Pharmac,,,,,,,,,113995.63,1430209.5
Tramadol HCl,Tramadol HCl,"Trupharma, LLC.",,,,,,,,,642353.39,448446
Tramadol HCl,Tramadol HCl,Teva USA,21693460.42,226472867,14874292.35,171472641.5,18641990.15,207553350.5,18938846.64,202777953.5,15565358,161420237
Tramadol HCl,Tramadol HCl,Northstar Rx Ll,7177400.82,86205844.6,9425237.87,116923922.2,8165146.27,101550143.3,341018.1,3798903.5,15689.44,187548
Tramadol HCl,Tramadol HCl,Mylan Instituti,131878.49,755434.298,110173.12,588274.567,39037.51,207803.5,49247.98,219922.5,53079.42,283573
Tramadol HCl,Tramadol HCl,Mylan,12125906.97,122362424.6,8983972.04,114858986,3213186.13,34731740.5,6484729.48,72910714,2923550.56,35881467.74
Tramadol HCl,Tramadol HCl,Major Pharmaceu,8291.47,48445,18102.3,95684,25828.51,120009,29704.54,112672,34751.38,165173
Tramadol HCl,Tramadol HCl,Macleods Pharma,9804.09,100775,75895.64,820128,3971.27,49757,1927.31,18405,1039.87,13247
Tramadol HCl,Tramadol HCl,"Gsms, Inc.",,,416.61,4560,4738.15,69891,3483.45,46188,907.33,8803
Tramadol HCl,Tramadol HCl,Caraco/Sun Phar,18454684.55,197794559.4,17086257.47,184930192.4,19786228.75,208255221.3,24360923.97,232105910.5,22749250.41,232390661.4
Tramadol HCl,Tramadol HCl,Amneal Pharmace,34356477.83,334874070.6,32659830.52,313699956.6,26405209.71,239596601.8,28530704.62,253595614,38637047.36,375133726.9
Tramadol HCl,Tramadol HCl,AHP,13947.08,89926,7460.02,40735,5217.17,21535,3935.84,7552,2608.75,13783
Tramadol HCl ER,Tramadol HCl,Trigen Laborato,750110.7,77677,1123732.25,118078,1449918.37,152463,1500842.97,158240,1429907.63,150662
Tramadol HCl ER,Tramadol HCl,Sun Pharma Glob,2196772.89,767283.5,2345924.03,828639,2068555.48,783602,2096731.6,826391,1552827.15,586980
Tramadol HCl ER,Tramadol HCl,Par Pharm.,5721611.42,2086541,2924671.58,969075,1812874.64,567435,1570095.69,460345,1299397.93,381617
Tramadol HCl ER,Tramadol HCl,Mylan,1428917.09,575532,3336900.01,1184488.665,4058030.17,1574046,873820.4,281689,3050338.2,1054077
Tramadol HCl ER,Tramadol HCl,Lupin Pharmaceu,7407999.46,2865546,8050223.66,2924578,8390932.1,3343106,12421903.02,4759482,12337037.12,4446743.5
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,Zydus Pharmaceu,4209213.64,15244118,4464417.67,16441730,4870892.79,17077340,3912489.34,14060473.5,1909362.68,6373233
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,Par Pharm.,444712.25,1325646,278307.38,766177,110704.35,360637,14792.93,53067,2565.59,8920
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,Mylan,1484223.05,5905643,1270867.67,4358043.25,1005459.47,3204492,657430.49,2342540,353078.02,1246382
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,"Micro Labs USA,",546.17,2913,,,460565.71,1699041,1145234.39,4349576,624370.17,2347905
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,Caraco/Sun Phar,929475.32,3710090,364754.82,1442319,254985.12,880166,152775.01,541100,341452.38,1312006
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,Aurobindo Pharm,,,,,641.78,2254,125413.06,459057,1562080.31,5283211
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,Apotex Corp,2052813.68,7993241,2144487.43,8531095,719791.39,2564264,35356.75,117188,7265.6,26696
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,Amneal Pharmace,4841211.41,18678420.22,3384774.63,13370427.22,2987999.78,11012457,1756467.2,6700434.5,2254862.71,8053807.5
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,AHP,2184.64,6186,1527.83,3054,571.44,2766,641.03,1804,2263.38,10097
